"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"01000","1","621493","58","0","2017","A","",1,212,14803038,0,0,1343,69853,"",1.29,3.08,3.32,0.00,0.00,1.08,1.08,"",0,0.0,13,6.5,1530046,11.5,0,0.0,0,0.0,61,4.8,3210,4.8
"01000","1","622","55","0","2017","A","",8,5587,408619424,0,0,1406,73132,"",1.65,1.21,1.32,0.00,0.00,1.09,1.09,"",0,0.0,80,1.5,15899977,4.0,0,0.0,0,0.0,35,2.6,1818,2.5
"01000","1","6221","56","0","2017","A","",8,5587,408619424,0,0,1406,73132,"",1.68,1.23,1.35,0.00,0.00,1.09,1.09,"",0,0.0,80,1.5,15899977,4.0,0,0.0,0,0.0,35,2.6,1818,2.5
"01000","1","62211","57","0","2017","A","",8,5587,408619424,0,0,1406,73132,"",1.68,1.23,1.35,0.00,0.00,1.09,1.09,"",0,0.0,80,1.5,15899977,4.0,0,0.0,0,0.0,35,2.6,1818,2.5
"01000","1","622110","58","0","2017","A","",8,5587,408619424,0,0,1406,73132,"",1.68,1.23,1.35,0.00,0.00,1.09,1.09,"",0,0.0,80,1.5,15899977,4.0,0,0.0,0,0.0,35,2.6,1818,2.5
"01000","1","624","55","0","2017","A","",13,392,11096926,0,0,544,28278,"",3.08,1.85,1.88,0.00,0.00,1.01,1.01,"",1,8.3,8,2.1,817325,8.0,0,0.0,0,0.0,29,5.6,1491,5.6
"01000","1","6241","56","0","2017","A","",6,64,1978440,0,0,598,31075,"",3.58,1.94,1.91,0.00,0.00,0.99,0.99,"",1,20.0,0,0.0,36980,1.9,0,0.0,0,0.0,18,3.1,936,3.1
"01000","1","62411","57","0","2017","A","",4,58,1692091,0,0,565,29385,"",7.33,5.89,7.45,0.00,0.00,1.27,1.27,"",1,33.3,0,0.0,70670,4.4,0,0.0,0,0.0,26,4.8,1349,4.8
"01000","1","624110","58","0","2017","A","",4,58,1692091,0,0,565,29385,"",7.33,5.89,7.45,0.00,0.00,1.27,1.27,"",1,33.3,0,0.0,70670,4.4,0,0.0,0,0.0,26,4.8,1349,4.8
"01000","1","62412","57","0","2017","A","",1,1,12621,0,0,416,21636,"",3.75,0.31,0.08,0.00,0.00,0.42,0.42,"",0,0.0,1,100.0,6472,105.3,0,0.0,0,0.0,132,46.5,6878,46.6
"01000","1","624120","58","0","2017","A","",1,1,12621,0,0,416,21636,"",3.75,0.31,0.08,0.00,0.00,0.42,0.42,"",0,0.0,1,100.0,6472,105.3,0,0.0,0,0.0,132,46.5,6878,46.6
"01000","1","62419","57","0","2017","A","",1,6,273728,0,0,957,49769,"",1.16,0.30,0.42,0.00,0.00,1.54,1.54,"",0,0.0,0,0.0,-40162,-12.8,0,0.0,0,0.0,-22,-2.2,-1132,-2.2
"01000","1","624190","58","0","2017","A","",1,6,273728,0,0,957,49769,"",1.16,0.30,0.42,0.00,0.00,1.54,1.54,"",0,0.0,0,0.0,-40162,-12.8,0,0.0,0,0.0,-22,-2.2,-1132,-2.2
"01000","1","6242","56","0","2017","A","",1,4,68581,0,0,317,16459,"",6.56,1.52,1.31,0.00,0.00,0.83,0.83,"",0,0.0,-1,-20.0,2728,4.1,0,0.0,0,0.0,41,14.9,2091,14.6
"01000","1","62421","57","0","2017","A","",1,4,68581,0,0,317,16459,"",8.75,2.73,2.63,0.00,0.00,0.92,0.92,"",0,0.0,-1,-20.0,2728,4.1,0,0.0,0,0.0,41,14.9,2091,14.6
"01000","1","624210","58","0","2017","A","",1,4,68581,0,0,317,16459,"",8.75,2.73,2.63,0.00,0.00,0.92,0.92,"",0,0.0,-1,-20.0,2728,4.1,0,0.0,0,0.0,41,14.9,2091,14.6
"01000","1","6243","56","0","2017","A","",2,34,2200287,0,0,1260,65517,"",2.50,1.18,1.47,0.00,0.00,1.27,1.27,"",0,0.0,10,41.7,713884,48.0,0,0.0,0,0.0,89,7.6,4640,7.6
"01000","1","62431","57","0","2017","A","",2,34,2200287,0,0,1260,65517,"",2.50,1.18,1.47,0.00,0.00,1.27,1.27,"",0,0.0,10,41.7,713884,48.0,0,0.0,0,0.0,89,7.6,4640,7.6
"01000","1","624310","58","0","2017","A","",2,34,2200287,0,0,1260,65517,"",2.50,1.18,1.47,0.00,0.00,1.27,1.27,"",0,0.0,10,41.7,713884,48.0,0,0.0,0,0.0,89,7.6,4640,7.6
"01000","1","6244","56","0","2017","A","",4,291,6849618,0,0,453,23538,"",2.52,1.97,2.06,0.00,0.00,1.04,1.04,"",0,0.0,1,0.3,63733,0.9,0,0.0,0,0.0,4,0.9,165,0.7
"01000","1","62441","57","0","2017","A","",4,291,6849618,0,0,453,23538,"",2.52,1.97,2.06,0.00,0.00,1.04,1.04,"",0,0.0,1,0.3,63733,0.9,0,0.0,0,0.0,4,0.9,165,0.7
"01000","1","624410","58","0","2017","A","",4,291,6849618,0,0,453,23538,"",2.52,1.97,2.06,0.00,0.00,1.04,1.04,"",0,0.0,1,0.3,63733,0.9,0,0.0,0,0.0,4,0.9,165,0.7
"01000","1","71","54","0","2017","A","",17,376,8547333,0,0,437,22742,"",1.16,0.71,0.37,0.00,0.00,0.52,0.52,"",0,0.0,-15,-3.8,-95078,-1.1,0,0.0,0,0.0,12,2.8,657,3.0
"01000","1","712","55","0","2017","A","",2,2,104514,0,0,1149,59722,"",0.28,0.01,0.01,0.00,0.00,1.06,1.06,"",0,0.0,0,0.0,-35396,-25.3,0,0.0,0,0.0,-255,-18.2,-13275,-18.2
"01000","1","7121","56","0","2017","A","",2,2,104514,0,0,1149,59722,"",0.28,0.01,0.01,0.00,0.00,1.06,1.06,"",0,0.0,0,0.0,-35396,-25.3,0,0.0,0,0.0,-255,-18.2,-13275,-18.2
"01000","1","71211","57","0","2017","A","",1,0,823,0,0,0,0,"",2.13,0.00,0.00,0.00,0.00,0.00,0.00,"",0,0.0,0,0.0,-1277,-60.8,0,0.0,0,0.0,0,0.0,0,0.0
"01000","1","712110","58","0","2017","A","",1,0,823,0,0,0,0,"",2.13,0.00,0.00,0.00,0.00,0.00,0.00,"",0,0.0,0,0.0,-1277,-60.8,0,0.0,0,0.0,0,0.0,0,0.0
"01000","1","71219","57","0","2017","A","",1,2,103691,0,0,1139,59252,"",0.16,0.01,0.01,0.00,0.00,1.14,1.14,"",0,0.0,0,0.0,-34119,-24.8,0,0.0,0,0.0,-244,-17.6,-12649,-17.6
"01000","1","712190","58","0","2017","A","",1,2,103691,0,0,1139,59252,"",0.16,0.01,0.01,0.00,0.00,1.14,1.14,"",0,0.0,0,0.0,-34119,-24.8,0,0.0,0,0.0,-244,-17.6,-12649,-17.6
"01000","1","713","55","0","2017","A","",15,374,8442819,0,0,434,22569,"",2.05,1.84,1.84,0.00,0.00,1.00,1.00,"",0,0.0,-15,-3.9,-59682,-0.7,0,0.0,0,0.0,14,3.3,735,3.4
"01000","1","7139","56","0","2017","A","",15,374,8442819,0,0,434,22569,"",2.09,1.86,1.87,0.00,0.00,1.00,1.00,"",0,0.0,-15,-3.9,-59682,-0.7,0,0.0,0,0.0,14,3.3,735,3.4
"01000","1","71391","57","0","2017","A","",3,83,1741018,0,0,405,21082,"",2.85,3.36,3.71,0.00,0.00,1.11,1.11,"",0,0.0,-4,-4.6,-12106,-0.7,0,0.0,0,0.0,18,4.7,970,4.8
"01000","1","713910","58","0","2017","A","",3,83,1741018,0,0,405,21082,"",2.85,3.36,3.71,0.00,0.00,1.11,1.11,"",0,0.0,-4,-4.6,-12106,-0.7,0,0.0,0,0.0,18,4.7,970,4.8
"01000","1","71394","57","0","2017","A","",3,93,1467516,0,0,304,15822,"",1.37,1.29,0.86,0.00,0.00,0.66,0.66,"",0,0.0,-2,-2.1,42651,3.0,0,0.0,0,0.0,15,5.2,810,5.4
"01000","1","713940","58","0","2017","A","",3,93,1467516,0,0,304,15822,"",1.37,1.29,0.86,0.00,0.00,0.66,0.66,"",0,0.0,-2,-2.1,42651,3.0,0,0.0,0,0.0,15,5.2,810,5.4
"01000","1","71395","57","0","2017","A","",4,69,1254015,0,0,352,18285,"",3.12,4.02,4.32,0.00,0.00,1.08,1.08,"",0,0.0,3,4.5,12190,1.0,0,0.0,0,0.0,-8,-2.2,-436,-2.3
"01000","1","713950","58","0","2017","A","",4,69,1254015,0,0,352,18285,"",3.12,4.02,4.32,0.00,0.00,1.08,1.08,"",0,0.0,3,4.5,12190,1.0,0,0.0,0,0.0,-8,-2.2,-436,-2.3
"01000","1","71399","57","0","2017","A","",5,130,3980270,0,0,588,30578,"",2.00,1.50,1.96,0.00,0.00,1.30,1.30,"",0,0.0,-11,-7.8,-102417,-2.5,0,0.0,0,0.0,31,5.6,1623,5.6
"01000","1","713990","58","0","2017","A","",5,130,3980270,0,0,588,30578,"",2.00,1.50,1.96,0.00,0.00,1.30,1.30,"",0,0.0,-11,-7.8,-102417,-2.5,0,0.0,0,0.0,31,5.6,1623,5.6
"01000","1","72","54","0","2017","A","",10,396,7437820,0,0,361,18778,"",2.00,3.01,2.69,0.00,0.00,0.89,0.89,"",0,0.0,-28,-6.6,-308501,-4.0,0,0.0,0,0.0,9,2.6,490,2.7
"01000","1","721","55","0","2017","A","",5,182,3072184,0,0,325,16888,"",1.93,2.44,1.78,0.00,0.00,0.73,0.73,"",0,0.0,-9,-4.7,-96408,-3.0,0,0.0,0,0.0,5,1.6,255,1.5
"01000","1","7211","56","0","2017","A","",3,178,2973097,0,0,321,16711,"",1.92,3.17,2.29,0.00,0.00,0.72,0.72,"",0,0.0,-8,-4.3,-92618,-3.0,0,0.0,0,0.0,5,1.6,266,1.6
"01000","1","72111","57","0","2017","A","",1,10,149919,0,0,288,14992,"",1.97,0.49,0.22,0.00,0.00,0.46,0.46,"",0,0.0,0,0.0,5101,3.5,0,0.0,0,0.0,0,0.0,11,0.1
"01000","1","721110","58","0","2017","A","",1,10,149919,0,0,288,14992,"",1.97,0.49,0.22,0.00,0.00,0.46,0.46,"",0,0.0,0,0.0,5101,3.5,0,0.0,0,0.0,0,0.0,11,0.1
"01000","1","72119","57","0","2017","A","",2,168,2823178,0,0,323,16813,"",1.90,4.72,4.50,0.00,0.00,0.95,0.95,"",0,0.0,-9,-5.1,-97719,-3.3,0,0.0,0,0.0,5,1.6,287,1.7
"01000","1","721199","58","0","2017","A","",2,168,2823178,0,0,323,16813,"",1.92,4.81,4.60,0.00,0.00,0.96,0.96,"",0,0.0,-9,-5.1,-97719,-3.3,0,0.0,0,0.0,5,1.6,287,1.7
"01000","1","7212","56","0","2017","A","",2,4,99087,0,0,476,24772,"",2.67,1.60,1.97,0.00,0.00,1.23,1.23,"",0,0.0,0,0.0,-3790,-3.7,0,0.0,0,0.0,-9,-1.9,-422,-1.7
"01000","1","72121","57","0","2017","A","",2,4,99087,0,0,476,24772,"",2.67,1.60,1.97,0.00,0.00,1.23,1.23,"",0,0.0,0,0.0,-3790,-3.7,0,0.0,0,0.0,-9,-1.9,-422,-1.7
"01000","1","721211","58","0","2017","A","",2,4,99087,0,0,476,24772,"",2.67,1.60,1.97,0.00,0.00,1.23,1.23,"",0,0.0,0,0.0,-3790,-3.7,0,0.0,0,0.0,-9,-1.9,-422,-1.7
"01000","1","722","55","0","2017","A","",5,214,4365636,0,0,392,20384,"",2.07,3.76,4.18,0.00,0.00,1.11,1.11,"",0,0.0,-19,-8.2,-212093,-4.6,0,0.0,0,0.0,14,3.7,744,3.8
"01000","1","7223","56","0","2017","A","",1,2,21645,0,0,227,11806,"",13.13,0.47,0.23,0.00,0.00,0.53,0.53,"",0,0.0,0,0.0,-589,-2.6,0,0.0,0,0.0,-17,-7.0,-899,-7.1
"01000","1","72231","57","0","2017","A","",1,2,21645,0,0,227,11806,"",19.69,0.48,0.23,0.00,0.00,0.53,0.53,"",0,0.0,0,0.0,-589,-2.6,0,0.0,0,0.0,-17,-7.0,-899,-7.1
"01000","1","722310","58","0","2017","A","",1,2,21645,0,0,227,11806,"",19.69,0.48,0.23,0.00,0.00,0.53,0.53,"",0,0.0,0,0.0,-589,-2.6,0,0.0,0,0.0,-17,-7.0,-899,-7.1
"01000","1","7225","56","0","2017","A","",4,212,4343991,0,0,393,20458,"",1.78,4.06,4.62,0.00,0.00,1.13,1.14,"",0,0.0,-19,-8.2,-211504,-4.6,0,0.0,0,0.0,14,3.7,766,3.9
"01000","1","72251","57","0","2017","A","",4,212,4343991,0,0,393,20458,"",1.78,4.06,4.62,0.00,0.00,1.13,1.14,"",0,0.0,-19,-8.2,-211504,-4.6,0,0.0,0,0.0,14,3.7,766,3.9
"01000","1","722511","58","0","2017","A","",4,212,4340619,0,0,394,20483,"",2.69,5.42,6.25,0.00,0.00,1.15,1.15,"",0,0.0,-19,-8.2,-214876,-4.7,0,0.0,0,0.0,15,4.0,791,4.0
"01000","1","722515","58","0","2017","A","",0,0,3372,0,0,156,8093,"",0.00,0.00,0.09,0.00,0.00,0.52,0.52,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01000","1","81","54","0","2017","A","",3,414,47236140,0,0,2196,114212,"",1.39,6.72,17.27,0.00,0.00,2.57,2.57,"",0,0.0,-18,-4.2,-938850,-1.9,0,0.0,0,0.0,54,2.5,2803,2.5
"01000","1","811","55","0","2017","A","",1,394,46365442,0,0,2263,117679,"",1.88,51.52,80.24,0.00,0.00,1.56,1.56,"",0,0.0,-19,-4.6,-972187,-2.1,0,0.0,0,0.0,61,2.8,3176,2.8
"01000","1","8113","56","0","2017","A","",1,394,46365442,0,0,2263,117679,"",78.76,74.28,89.44,0.00,0.00,1.20,1.20,"",0,0.0,-19,-4.6,-972187,-2.1,0,0.0,0,0.0,61,2.8,3176,2.8
"01000","1","81131","57","0","2017","A","",1,394,46365442,0,0,2263,117679,"",78.76,74.28,89.44,0.00,0.00,1.20,1.20,"",0,0.0,-19,-4.6,-972187,-2.1,0,0.0,0,0.0,61,2.8,3176,2.8
"01000","1","811310","58","0","2017","A","",1,394,46365442,0,0,2263,117679,"",78.76,74.28,89.44,0.00,0.00,1.20,1.20,"",0,0.0,-19,-4.6,-972187,-2.1,0,0.0,0,0.0,61,2.8,3176,2.8
"01000","1","812","55","0","2017","A","",2,20,870698,0,0,855,44461,"",1.77,1.06,1.02,0.00,0.00,0.99,0.99,"",0,0.0,1,5.3,33337,4.0,0,0.0,0,0.0,7,0.8,389,0.9
"01000","1","8122","56","0","2017","A","",2,20,870698,0,0,855,44461,"",2.02,1.08,1.03,0.00,0.00,0.98,0.98,"",0,0.0,1,5.3,33337,4.0,0,0.0,0,0.0,7,0.8,389,0.9
"01000","1","81222","57","0","2017","A","",2,20,870698,0,0,855,44461,"",2.02,1.08,1.03,0.00,0.00,0.98,0.98,"",0,0.0,1,5.3,33337,4.0,0,0.0,0,0.0,7,0.8,389,0.9
"01000","1","812220","58","0","2017","A","",2,20,870698,0,0,855,44461,"",2.02,1.08,1.03,0.00,0.00,0.98,0.98,"",0,0.0,1,5.3,33337,4.0,0,0.0,0,0.0,7,0.8,389,0.9
"01000","1","92","54","0","2017","A","",465,31903,2898514319,0,0,1747,90854,"",1.52,1.56,1.88,0.00,0.00,1.21,1.21,"",0,0.0,-271,-0.8,67449393,2.4,0,0.0,0,0.0,55,3.3,2861,3.3
"01000","1","921","55","0","2017","A","",33,580,51103518,0,0,1693,88059,"",1.15,0.29,0.36,0.00,0.00,1.26,1.26,"",2,6.5,-2,-0.3,966062,1.9,0,0.0,0,0.0,36,2.2,1875,2.2
"01000","1","9211","56","0","2017","A","",33,580,51103518,0,0,1693,88059,"",1.15,0.29,0.36,0.00,0.00,1.26,1.26,"",2,6.5,-2,-0.3,966062,1.9,0,0.0,0,0.0,36,2.2,1875,2.2
"01000","1","92113","57","0","2017","A","",7,475,41309278,0,0,1673,86982,"",0.99,0.37,0.46,0.00,0.00,1.23,1.23,"",0,0.0,-7,-1.5,443030,1.1,0,0.0,0,0.0,41,2.5,2139,2.5
"01000","1","921130","58","0","2017","A","",7,475,41309278,0,0,1673,86982,"",0.99,0.37,0.46,0.00,0.00,1.23,1.23,"",0,0.0,-7,-1.5,443030,1.1,0,0.0,0,0.0,41,2.5,2139,2.5
"01000","1","92119","57","0","2017","A","",26,105,9794240,0,0,1787,92910,"",1.22,0.21,0.27,0.00,0.00,1.31,1.31,"",2,8.3,5,5.0,523032,5.6,0,0.0,0,0.0,6,0.3,275,0.3
"01000","1","921190","58","0","2017","A","",26,105,9794240,0,0,1787,92910,"",1.22,0.21,0.27,0.00,0.00,1.31,1.31,"",2,8.3,5,5.0,523032,5.6,0,0.0,0,0.0,6,0.3,275,0.3
"01000","1","922","55","0","2017","A","",75,2648,237191219,0,0,1722,89562,"",1.70,0.77,0.81,0.00,0.00,1.05,1.05,"",0,0.0,119,4.7,15545495,7.0,0,0.0,0,0.0,37,2.2,1935,2.2
"01000","1","9221","56","0","2017","A","",75,2648,237191219,0,0,1722,89562,"",1.70,0.77,0.81,0.00,0.00,1.05,1.05,"",0,0.0,119,4.7,15545495,7.0,0,0.0,0,0.0,37,2.2,1935,2.2
"01000","1","92211","57","0","2017","A","",20,560,51144067,0,0,1757,91356,"",2.55,1.24,1.49,0.00,0.00,1.20,1.20,"",0,0.0,-2,-0.4,571487,1.1,0,0.0,0,0.0,28,1.6,1436,1.6
"01000","1","922110","58","0","2017","A","",20,560,51144067,0,0,1757,91356,"",2.55,1.24,1.49,0.00,0.00,1.20,1.20,"",0,0.0,-2,-0.4,571487,1.1,0,0.0,0,0.0,28,1.6,1436,1.6
"01000","1","92212","57","0","2017","A","",23,825,84980764,0,0,1982,103059,"",1.02,0.44,0.49,0.00,0.00,1.12,1.12,"",0,0.0,74,9.9,9647003,12.8,0,0.0,0,0.0,53,2.7,2748,2.7
"01000","1","922120","58","0","2017","A","",23,825,84980764,0,0,1982,103059,"",1.02,0.44,0.49,0.00,0.00,1.12,1.12,"",0,0.0,74,9.9,9647003,12.8,0,0.0,0,0.0,53,2.7,2748,2.7
"01000","1","92213","57","0","2017","A","",9,300,30802452,0,0,1976,102732,"",2.15,1.06,1.13,0.00,0.00,1.07,1.07,"",0,0.0,0,0.0,1259687,4.3,0,0.0,0,0.0,82,4.3,4256,4.3
"01000","1","922130","58","0","2017","A","",9,300,30802452,0,0,1976,102732,"",2.15,1.06,1.13,0.00,0.00,1.07,1.07,"",0,0.0,0,0.0,1259687,4.3,0,0.0,0,0.0,82,4.3,4256,4.3
"01000","1","92214","57","0","2017","A","",4,699,45914444,0,0,1264,65733,"",2.42,1.40,1.48,0.00,0.00,1.06,1.06,"",0,0.0,29,4.3,270097,0.6,0,0.0,0,0.0,-46,-3.5,-2384,-3.5
"01000","1","922140","58","0","2017","A","",4,699,45914444,0,0,1264,65733,"",2.42,1.40,1.48,0.00,0.00,1.06,1.06,"",0,0.0,29,4.3,270097,0.6,0,0.0,0,0.0,-46,-3.5,-2384,-3.5
"01000","1","92219","57","0","2017","A","",19,266,24349492,0,0,1763,91683,"",2.39,0.79,0.88,0.00,0.00,1.11,1.11,"",0,0.0,20,8.1,3797221,18.5,0,0.0,0,0.0,156,9.7,8109,9.7
"01000","1","922190","58","0","2017","A","",19,266,24349492,0,0,1763,91683,"",2.39,0.79,0.88,0.00,0.00,1.11,1.11,"",0,0.0,20,8.1,3797221,18.5,0,0.0,0,0.0,156,9.7,8109,9.7
"01000","1","923","55","0","2017","A","",48,3200,234506891,0,0,1409,73285,"",1.45,1.28,1.22,0.00,0.00,0.96,0.96,"",0,0.0,-46,-1.4,7627083,3.4,0,0.0,0,0.0,65,4.8,3383,4.8
"01000","1","9231","56","0","2017","A","",48,3200,234506891,0,0,1409,73285,"",1.45,1.28,1.22,0.00,0.00,0.96,0.96,"",0,0.0,-46,-1.4,7627083,3.4,0,0.0,0,0.0,65,4.8,3383,4.8
"01000","1","92311","57","0","2017","A","",1,3,413602,0,0,2727,141806,"",0.74,0.05,0.07,0.00,0.00,1.53,1.53,"",0,0.0,2,200.0,211716,104.9,0,0.0,0,0.0,-14,-0.5,-702,-0.5
"01000","1","923110","58","0","2017","A","",1,3,413602,0,0,2727,141806,"",0.74,0.05,0.07,0.00,0.00,1.53,1.53,"",0,0.0,2,200.0,211716,104.9,0,0.0,0,0.0,-14,-0.5,-702,-0.5
"01000","1","92312","57","0","2017","A","",8,19,1307697,0,0,1335,69435,"",1.05,0.02,0.02,0.00,0.00,0.79,0.79,"",0,0.0,5,35.7,525785,67.2,0,0.0,0,0.0,248,22.8,12911,22.8
"01000","1","923120","58","0","2017","A","",8,19,1307697,0,0,1335,69435,"",1.05,0.02,0.02,0.00,0.00,0.79,0.79,"",0,0.0,5,35.7,525785,67.2,0,0.0,0,0.0,248,22.8,12911,22.8
"01000","1","92313","57","0","2017","A","",33,2539,179576801,0,0,1360,70739,"",1.70,2.68,2.68,0.00,0.00,1.00,1.00,"",0,0.0,-76,-2.9,3588847,2.0,0,0.0,0,0.0,66,5.1,3444,5.1
"01000","1","923130","58","0","2017","A","",33,2539,179576801,0,0,1360,70739,"",1.70,2.68,2.68,0.00,0.00,1.00,1.00,"",0,0.0,-76,-2.9,3588847,2.0,0,0.0,0,0.0,66,5.1,3444,5.1
"01000","1","92314","57","0","2017","A","",6,640,53208791,0,0,1600,83193,"",1.24,0.94,1.12,0.00,0.00,1.19,1.20,"",0,0.0,25,4.1,3300735,6.6,0,0.0,0,0.0,40,2.6,2075,2.6
"01000","1","923140","58","0","2017","A","",6,640,53208791,0,0,1600,83193,"",1.24,0.94,1.12,0.00,0.00,1.19,1.20,"",0,0.0,25,4.1,3300735,6.6,0,0.0,0,0.0,40,2.6,2075,2.6
"01000","1","924","55","0","2017","A","",129,709,47724528,0,0,1295,67336,"",1.85,0.53,0.52,0.00,0.00,0.97,0.97,"",-1,-0.8,-35,-4.7,344546,0.7,0,0.0,0,0.0,70,5.7,3625,5.7
"01000","1","9241","56","0","2017","A","",129,709,47724528,0,0,1295,67336,"",1.85,0.53,0.52,0.00,0.00,0.97,0.97,"",-1,-0.8,-35,-4.7,344546,0.7,0,0.0,0,0.0,70,5.7,3625,5.7
"01000","1","92411","57","0","2017","A","",4,53,5796194,0,0,2097,109019,"",1.15,0.23,0.27,0.00,0.00,1.16,1.16,"",0,0.0,6,12.8,766567,15.2,0,0.0,0,0.0,24,1.2,1241,1.2
"01000","1","924110","58","0","2017","A","",4,53,5796194,0,0,2097,109019,"",1.15,0.23,0.27,0.00,0.00,1.16,1.16,"",0,0.0,6,12.8,766567,15.2,0,0.0,0,0.0,24,1.2,1241,1.2
"01000","1","92412","57","0","2017","A","",125,656,41928334,0,0,1230,63956,"",1.89,0.60,0.60,0.00,0.00,1.00,1.00,"",0,0.0,-41,-5.9,-422021,-1.0,0,0.0,0,0.0,62,5.3,3195,5.3
"01000","1","924120","58","0","2017","A","",125,656,41928334,0,0,1230,63956,"",1.89,0.60,0.60,0.00,0.00,1.00,1.00,"",0,0.0,-41,-5.9,-422021,-1.0,0,0.0,0,0.0,62,5.3,3195,5.3
"01000","1","925","55","0","2017","A","",1,48,4794132,0,0,1934,100576,"",0.51,0.38,0.41,0.00,0.00,1.08,1.08,"",0,0.0,0,0.0,79045,1.7,0,0.0,0,0.0,61,3.3,3190,3.3
"01000","1","9251","56","0","2017","A","",1,48,4794132,0,0,1934,100576,"",0.51,0.38,0.41,0.00,0.00,1.08,1.08,"",0,0.0,0,0.0,79045,1.7,0,0.0,0,0.0,61,3.3,3190,3.3
"01000","1","92511","57","0","2017","A","",1,48,4794132,0,0,1934,100576,"",0.80,0.43,0.45,0.00,0.00,1.04,1.04,"",0,0.0,0,0.0,79045,1.7,0,0.0,0,0.0,61,3.3,3190,3.3
"01000","1","925110","58","0","2017","A","",1,48,4794132,0,0,1934,100576,"",0.80,0.43,0.45,0.00,0.00,1.04,1.04,"",0,0.0,0,0.0,79045,1.7,0,0.0,0,0.0,61,3.3,3190,3.3
"01000","1","926","55","0","2017","A","",124,1702,119200210,0,0,1347,70056,"",1.27,0.53,0.48,0.00,0.00,0.92,0.92,"",-1,-0.8,-12,-0.7,683181,0.6,0,0.0,0,0.0,17,1.3,920,1.3
"01000","1","9261","56","0","2017","A","",124,1702,119200210,0,0,1347,70056,"",1.27,0.53,0.48,0.00,0.00,0.92,0.92,"",-1,-0.8,-12,-0.7,683181,0.6,0,0.0,0,0.0,17,1.3,920,1.3
"01000","1","92611","57","0","2017","A","",32,211,8006170,0,0,731,38034,"",1.33,0.36,0.18,0.00,0.00,0.49,0.49,"",0,0.0,13,6.6,271727,3.5,0,0.0,0,0.0,-21,-2.8,-1078,-2.8
"01000","1","926110","58","0","2017","A","",32,211,8006170,0,0,731,38034,"",1.33,0.36,0.18,0.00,0.00,0.49,0.49,"",0,0.0,13,6.6,271727,3.5,0,0.0,0,0.0,-21,-2.8,-1078,-2.8
"01000","1","92612","57","0","2017","A","",22,621,43667274,0,0,1352,70289,"",1.25,0.42,0.43,0.00,0.00,1.01,1.01,"",0,0.0,-5,-0.8,507777,1.2,0,0.0,0,0.0,25,1.9,1307,1.9
"01000","1","926120","58","0","2017","A","",22,621,43667274,0,0,1352,70289,"",1.25,0.42,0.43,0.00,0.00,1.01,1.01,"",0,0.0,-5,-0.8,507777,1.2,0,0.0,0,0.0,25,1.9,1307,1.9
"01000","1","92613","57","0","2017","A","",6,50,5721242,0,0,2208,114808,"",2.26,0.38,0.40,0.00,0.00,1.06,1.07,"",0,0.0,-4,-7.4,-141752,-2.4,0,0.0,0,0.0,101,4.8,5219,4.8
"01000","1","926130","58","0","2017","A","",6,50,5721242,0,0,2208,114808,"",2.26,0.38,0.40,0.00,0.00,1.06,1.07,"",0,0.0,-4,-7.4,-141752,-2.4,0,0.0,0,0.0,101,4.8,5219,4.8
"01000","1","92614","57","0","2017","A","",47,655,46827628,0,0,1376,71538,"",1.11,1.06,1.17,0.00,0.00,1.10,1.10,"",-1,-2.1,-1,-0.2,774192,1.7,0,0.0,0,0.0,25,1.9,1299,1.8
"01000","1","926140","58","0","2017","A","",47,655,46827628,0,0,1376,71538,"",1.11,1.06,1.17,0.00,0.00,1.10,1.10,"",-1,-2.1,-1,-0.2,774192,1.7,0,0.0,0,0.0,25,1.9,1299,1.8
"01000","1","92615","57","0","2017","A","",17,165,14977896,0,0,1742,90592,"",1.53,0.37,0.33,0.00,0.00,0.88,0.88,"",0,0.0,-17,-9.3,-728763,-4.6,0,0.0,0,0.0,79,4.8,4133,4.8
"01000","1","926150","58","0","2017","A","",17,165,14977896,0,0,1742,90592,"",1.53,0.37,0.33,0.00,0.00,0.88,0.88,"",0,0.0,-17,-9.3,-728763,-4.6,0,0.0,0,0.0,79,4.8,4133,4.8
"01000","1","927","55","0","2017","A","",8,2281,270572638,0,0,2281,118616,"",6.30,9.79,11.41,0.00,0.00,1.16,1.17,"",0,0.0,-11,-0.5,3782734,1.4,0,0.0,0,0.0,43,1.9,2232,1.9
